pais,sexo,edad,satisfaccion_vida,situacion_pais,economia_actual,economia_vs12m,economia_12m_futuro,confianza_interpersonal,preferencia_democracia,satisfaccion_democracia,satisfaccion_economia,aprueba_presidente,ideologia_izq_der,justicia_distributiva,nivel_democratico_pais,elecciones_limpias,inmigrantes_ayudan_economia,inmigrantes_compiten_trabajo,inmigrantes_aumentan_crimen,mercado_unico_desarrollo,justicia_no_dura_con_delito,impacto_inmigracion_pais,existe_cambio_climatico,me_importa_medioambiente,obligacion_proteger_medioambiente,importa_impacto_otros,proteger_para_futuras_gen,dispuesto_ahorrar_electricidad,dispuesto_cambiar_alimentacion,derecho_plantas_animales,delincuencia_ult12m,drogadiccion_ult12m,corrupcion_ult12m,corrupcion_0a10,clase_social,suficiencia_ingresos,raza_etnia,educacion_anios,situacion_ocupacional
600.0,Hombre,24.0,Muy satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Nada satisfecho/a,1.0,5.0,Justa,3.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Muy suficiente,Blanco/a,13.0,Asalariado sector privado
600.0,Mujer,71.0,Poco satisfecho/a,,Regular,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Bastante satisfecho/a,1.0,,Injusta,,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Poco suficiente,Blanco/a,11.0,Temporalmente no trabaja
600.0,Mujer,46.0,Poco satisfecho/a,Estancado,Mala,Un poco mejor,Igual,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Nada satisfecho/a,Poco satisfecho/a,2.0,5.0,Muy injusta,4.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Igual,Igual,Aumentó poco,,Baja,Algo suficiente,Mestizo/a,14.0,Temporalmente no trabaja
600.0,Hombre,28.0,Muy satisfecho/a,En retroceso,Regular,Mucho mejor,Un poco mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Muy satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,10.0,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Igual,Igual,Igual,10.0,Baja,Algo suficiente,,13.0,Temporalmente no trabaja
600.0,Mujer,38.0,Bastante satisfecho/a,Estancado,Buena,Igual,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,5.0,Injusta,5.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Poco suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Hombre,34.0,Muy satisfecho/a,Estancado,Muy mala,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Bastante satisfecho/a,Muy satisfecho/a,1.0,7.0,Injusta,6.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Indígena,17.0,Asalariado sector público
600.0,Mujer,43.0,Poco satisfecho/a,En retroceso,Mala,Mucho peor,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,2.0,1.0,Injusta,,Fraudulentas,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Otra,13.0,Independiente/cuenta propia
600.0,Hombre,38.0,Bastante satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,1.0,5.0,Justa,1.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Indígena,13.0,Independiente/cuenta propia
600.0,Mujer,33.0,Muy satisfecho/a,Estancado,Regular,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Muy satisfecho/a,Poco satisfecho/a,1.0,,Injusta,10.0,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,,Media alta,Poco suficiente,Mestizo/a,6.0,Independiente/cuenta propia
600.0,Mujer,20.0,Muy satisfecho/a,Estancado,Mala,Mucho peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,3.0,Injusta,5.0,Fraudulentas,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,10.0,Media baja,Algo suficiente,Mestizo/a,13.0,Estudiante
600.0,Mujer,46.0,Muy satisfecho/a,En retroceso,Buena,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Poco satisfecho/a,1.0,4.0,Injusta,5.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,6.0,Media,Algo suficiente,Mestizo/a,7.0,Tareas del hogar
600.0,Hombre,23.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Muy satisfecho/a,Muy satisfecho/a,1.0,3.0,Justa,4.0,Limpias,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó poco,Aumentó mucho,1.0,Media alta,Muy suficiente,Asiático/a,13.0,Independiente/cuenta propia
600.0,Mujer,37.0,Muy satisfecho/a,En retroceso,Regular,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Poco satisfecho/a,2.0,7.0,Injusta,4.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media baja,Nada suficiente,Mestizo/a,16.0,Independiente/cuenta propia
600.0,Mujer,69.0,Poco satisfecho/a,Estancado,Regular,Igual,Mucho peor,Se puede confiar en la mayoría,,Poco satisfecho/a,Nada satisfecho/a,2.0,0.0,Injusta,10.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,No,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,7.0,Tareas del hogar
600.0,Mujer,19.0,Poco satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,,Injusta,7.0,Fraudulentas,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media alta,Muy suficiente,Blanco/a,13.0,Asalariado sector público
600.0,Hombre,50.0,Bastante satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Justa,1.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,,10.0,Independiente/cuenta propia
600.0,Mujer,35.0,Bastante satisfecho/a,Estancado,Regular,Igual,,Nunca se es suficientemente cuidadoso,,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,6.0,Fraudulentas,De acuerdo,De acuerdo,,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Baja,Nada suficiente,Mestizo/a,11.0,Tareas del hogar
600.0,Mujer,25.0,Muy satisfecho/a,Estancado,Mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Injusta,6.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Baja,Poco suficiente,Mestizo/a,13.0,Temporalmente no trabaja
600.0,Hombre,18.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Poco satisfecho/a,1.0,3.0,Injusta,4.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media,Poco suficiente,Mestizo/a,13.0,Tareas del hogar
600.0,Hombre,44.0,Poco satisfecho/a,Estancado,Mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,4.0,Muy injusta,5.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Igual,,Media,Nada suficiente,Mestizo/a,10.0,Tareas del hogar
600.0,Hombre,28.0,Muy satisfecho/a,Progresando,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,3.0,Injusta,5.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Alta,Algo suficiente,Asiático/a,13.0,Independiente/cuenta propia
600.0,Hombre,71.0,Bastante satisfecho/a,Estancado,Regular,Mucho peor,Un poco peor,Se puede confiar en la mayoría,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,2.0,Injusta,4.0,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Baja,Nada suficiente,Blanco/a,7.0,Tareas del hogar
600.0,Mujer,19.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Justa,5.0,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,5.0,Media alta,Nada suficiente,Otra,13.0,Tareas del hogar
600.0,Mujer,42.0,Bastante satisfecho/a,Estancado,Muy mala,Igual,Igual,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,4.0,Injusta,6.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,13.0,Asalariado sector público
600.0,Mujer,35.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,10.0,Fraudulentas,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,10.0,Tareas del hogar
600.0,Mujer,30.0,Muy satisfecho/a,En retroceso,Mala,Mucho peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,1.0,Fraudulentas,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Muy suficiente,Mestizo/a,10.0,Tareas del hogar
600.0,Hombre,34.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,,Injusta,5.0,Fraudulentas,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Hombre,25.0,Nada satisfecho/a,Estancado,Regular,Un poco peor,Igual,,Autoritarismo puede ser preferible,Nada satisfecho/a,Bastante satisfecho/a,2.0,10.0,Injusta,,Fraudulentas,En desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media alta,Poco suficiente,Blanco/a,6.0,Independiente/cuenta propia
600.0,Hombre,18.0,Bastante satisfecho/a,Estancado,Muy mala,Mucho peor,Un poco peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Nada satisfecho/a,2.0,10.0,Muy injusta,10.0,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,Disminuyó mucho,Disminuyó poco,Aumentó mucho,0.0,Baja,Poco suficiente,,,Estudiante
600.0,Mujer,22.0,Bastante satisfecho/a,En retroceso,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Bastante satisfecho/a,2.0,4.0,Muy injusta,,Fraudulentas,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Disminuyó mucho,Aumentó mucho,Aumentó mucho,6.0,Baja,Muy suficiente,,13.0,Tareas del hogar
600.0,Hombre,25.0,Muy satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,1.0,5.0,Muy injusta,10.0,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,,En desacuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,,Poco suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Hombre,34.0,Bastante satisfecho/a,En retroceso,Regular,Igual,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Poco satisfecho/a,2.0,5.0,Muy injusta,3.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Algo suficiente,Mestizo/a,12.0,Independiente/cuenta propia
600.0,Mujer,20.0,Poco satisfecho/a,Estancado,Muy mala,Igual,Un poco peor,Nunca se es suficientemente cuidadoso,,Nada satisfecho/a,Poco satisfecho/a,1.0,,Injusta,7.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó poco,Igual,Igual,,,Poco suficiente,,,Tareas del hogar
600.0,Hombre,44.0,Bastante satisfecho/a,En retroceso,Regular,Mucho peor,Igual,,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,2.0,Fraudulentas,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó poco,Aumentó mucho,Aumentó mucho,2.0,Baja,Algo suficiente,Negro/a,4.0,Independiente/cuenta propia
600.0,Hombre,18.0,Muy satisfecho/a,Estancado,Regular,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,,Poco satisfecho/a,2.0,10.0,Injusta,1.0,Fraudulentas,,,,De acuerdo,En desacuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,0.0,Media baja,Muy suficiente,Negro/a,12.0,Asalariado sector privado
600.0,Hombre,25.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,0.0,Injusta,1.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Baja,Algo suficiente,Mestizo/a,7.0,Asalariado sector privado
600.0,Hombre,30.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,2.0,Injusta,5.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media baja,Muy suficiente,Negro/a,13.0,Asalariado sector privado
600.0,Hombre,63.0,Bastante satisfecho/a,Estancado,Mala,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,0.0,Injusta,5.0,,,En desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,5.0,Media,Poco suficiente,Blanco/a,13.0,Independiente/cuenta propia
600.0,Mujer,55.0,Muy satisfecho/a,Progresando,Regular,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,,10.0,Injusta,10.0,Fraudulentas,Muy de acuerdo,Muy en desacuerdo,,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media alta,Nada suficiente,Mestizo/a,,Tareas del hogar
600.0,Mujer,41.0,Muy satisfecho/a,Progresando,Regular,Igual,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Muy injusta,4.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,6.0,Media,Algo suficiente,Mestizo/a,17.0,Asalariado sector privado
600.0,Mujer,33.0,Bastante satisfecho/a,En retroceso,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,10.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,13.0,Asalariado sector privado
600.0,Mujer,25.0,Muy satisfecho/a,En retroceso,Buena,Mucho peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Injusta,10.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Poco suficiente,Mestizo/a,13.0,Tareas del hogar
600.0,Hombre,39.0,Bastante satisfecho/a,En retroceso,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,6.0,Injusta,7.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,13.0,Asalariado sector público
600.0,Mujer,29.0,Bastante satisfecho/a,Estancado,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,0.0,Muy injusta,1.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Poco suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,20.0,Muy satisfecho/a,Estancado,Regular,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,5.0,Injusta,5.0,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,4.0,Media baja,Poco suficiente,Mestizo/a,14.0,Estudiante
600.0,Mujer,60.0,Muy satisfecho/a,En retroceso,Regular,Mucho peor,Mucho mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,6.0,Muy injusta,1.0,Fraudulentas,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media,Poco suficiente,,7.0,Independiente/cuenta propia
600.0,Mujer,35.0,Bastante satisfecho/a,En retroceso,Mala,Mucho peor,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Muy injusta,2.0,Fraudulentas,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
